from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9001,PETO1,2,0,150__1__410__TZM__412__2__412__2_20251116,HVL__1__3827__RAIL__Rail_Xmas_Sat_20251116
8140,WATE1,2,0,170__0__405__TZM__403__5__403__5_20251116,HVL__1__3813__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
1501,WAIK,2,240,280__0__717__UZM__102__1__102__1_20251116,KPL__1__6447__RAIL__Rail_Xmas_Sun+Hol_20251116
PARA2,1004,2,0,KPL__0__6238__RAIL__Rail_MTuWThF-XHol_20251116,250__0__139__UZM__4020__1__4020__1_20251116
PARA2,1004,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol_20251116,260__0__133__UZM__4034__1__4034__1_20251116
UPPE,8579,2,240,HVL__0__3846__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,110__0__169__TZM__504__5__504__5_20251116
UPPE,8579,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20251116,110__0__169__TZM__504__5__504__5_20251116
PORI2,2003,2,0,KPL__0__6354__RAIL__Rail_MTuWThF-XHol_20251116,220__1__198__TZM__325__2__325__2_20251116
8140,WATE1,2,0,170__0__113__TZM__403__6__403__6_20251116,HVL__1__2615__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__115__TZM__610__610_20251116,HVL__1__2615__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__116__TZM__413__4__413__4_20251116,HVL__1__2619__RAIL__Rail_MTuWThF-XHol_20251116
TAIT2,9251,2,0,HVL__0__3818__RAIL__Rail_Xmas_Sat_20251116,120__0__407__TZM__401__5__401__5_20251116
TAIT2,9251,2,0,HVL__0__3818__RAIL__Rail_SaSu_+_Hol_20251116,120__0__407__TZM__401__5__401__5_20251116
TAIT2,9251,2,0,HVL__0__3818__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,120__0__407__TZM__401__5__401__5_20251116
PETO2,9001,2,0,MEL__0__5602__RAIL__Rail_MTuWThF-XHol_20251116,154__0__109__TZM__402__6__402__6_20251116
PETO2,9001,2,0,MEL__0__5602__RAIL__Rail_MTuWThF-XHol_20251116,154__0__109__TZM__402__3__402__3_20251116
PETO2,9001,2,0,HVL__0__2614__RAIL__Rail_MTuWThF-XHol_20251116,154__0__109__TZM__402__6__402__6_20251116
PETO2,9001,2,0,HVL__0__2614__RAIL__Rail_MTuWThF-XHol_20251116,154__0__109__TZM__402__3__402__3_20251116
2003,PORI1,2,0,210__1__712__TZM__303__303_20251116,KPL__1__6435__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,210__1__414__TZM__308__6__308__6_20251116,KPL__1__6435__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,112__1__116__TZM__505__5__505__5_20251116,HVL__1__3827__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
2003,PORI1,2,0,210__1__708__TZM__303__303_20251116,KPL__1__6427__RAIL__Rail_Xmas_Sun+Hol_20251116
9001,PETO1,2,0,150__1__412__TZM__404__4__404__4_20251116,HVL__1__3829__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
WAIK,1501,2,120,KPL__0__6440__RAIL__Rail_Xmas_Day_20251116,280__0__715__UZM__102__1__102__1_20251116
WAIK,1501,2,120,KPL__0__6440__RAIL__Rail_Xmas_Sun+Hol_20251116,280__0__715__UZM__102__1__102__1_20251116
WAIK,1501,2,120,KPL__0__6440__RAIL__Rail_SaSu_+_Hol_20251116,280__0__715__UZM__102__1__102__1_20251116
8140,WATE1,2,0,170__0__127__TZM__417__417_20251116,HVL__1__3821__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
PETO2,9001,2,0,HVL__0__3850__RAIL__Rail_Xmas_Sun+Hol_20251116,150__0__717__TZM__403__403_20251116
PETO2,9001,2,0,HVL__0__3850__RAIL__Rail_SaSu_+_Hol_20251116,150__0__717__TZM__403__403_20251116
PETO2,9001,2,0,HVL__0__3850__RAIL__Rail_Xmas_Day_20251116,150__0__717__TZM__403__403_20251116
1006,PARA1,2,0,250__0__705__UZM__105__1__105__1_20251116,KPL__1__6423__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,262__1__114__UZM__4040__1__4040__1_20251116,KPL__1__6321__RAIL__Rail_MTuWThF-XHol_20251116
6055,6017,2,240,1__1__438__TZM__113__5__113__5_20251116,23__0__411__TZM__108__4__108__4_20251116
8140,WATE1,2,0,160__1__404__TZM__601__4__601__4_20251116,HVL__1__3813__RAIL__Rail_Xmas_Sat_20251116
WAIK,1501,2,120,KPL__0__6342__RAIL__Rail_MTuWThF-XHol_20251116,280__0__153__UZM__4036__1__4036__1_20251116
WAIK,1501,2,120,KPL__0__6342__RAIL__Rail_MTuWThF-XHol_20251116,280__0__153__UZM__4036__4036_20251116
2003,PORI1,2,0,210__1__414__TZM__308__6__308__6_20251116,KPL__1__6435__RAIL__Rail_Xmas_Sat_20251116
UPPE,8579,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20251116,111__0__143__TZM__525__1__525__1_20251116
UPPE,8579,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20251116,111__0__143__TZM__525__525_20251116
UPPE,8579,2,240,HVL__0__3846__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,111__0__143__TZM__525__525_20251116
PARA2,1005,2,0,KPL__0__6426__RAIL__Rail_SaSu_+_Hol_20251116,261__0__407__UZM__701__1__701__1_20251116
PARA2,1005,2,0,KPL__0__6426__RAIL__Rail_Xmas_Sat_20251116,261__0__407__UZM__701__1__701__1_20251116
PARA2,1005,2,0,KPL__0__6426__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,261__0__407__UZM__701__1__701__1_20251116
2003,PORI1,2,0,226__0__107__TZM__309__6__309__6_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_Xmas_Sat_20251116,120__0__475__TZM__409__409_20251116
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_SaSu_+_Hol_20251116,120__0__475__TZM__409__409_20251116
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,120__0__475__TZM__409__409_20251116
PORI2,2003,2,0,KPL__0__6222__RAIL__Rail_MTuWThF-XHol_20251116,226__0__109__TZM__304__7__304__7_20251116
PORI2,2003,2,0,KPL__0__6222__RAIL__Rail_MTuWThF-XHol_20251116,226__0__109__TZM__304__8__304__8_20251116
8580,UPPE,2,240,110__1__706__TZM__504__3__504__3_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sun+Hol_20251116
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20251116,210__0__113__TZM__311__3__311__3_20251116
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20251116,210__0__113__TZM__311__4__311__4_20251116
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20251116,210__0__113__TZM__311__1__311__1_20251116
2003,PORI1,2,0,226__0__451__TZM__310__310_20251116,KPL__1__6459__RAIL__Rail_Xmas_Sat_20251116
8580,UPPE,2,240,110__1__732__TZM__506__3__506__3_20251116,HVL__1__3845__RAIL__Rail_Xmas_Day_20251116
8140,WATE1,2,0,170__0__103__TZM__606__606_20251116,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__103__TZM__606__1__606__1_20251116,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20251116
WATE2,8165,2,240,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20251116,149__0__123__TZM__414__3__414__3_20251116
WATE2,8165,2,240,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20251116,149__0__123__TZM__414__414_20251116
TAIT2,9297,2,0,HVL__0__3616__RAIL__Rail_MTuWThF-XHol_20251116,121__0__129__TZM__436__1__436__1_20251116
TAIT2,9297,2,0,HVL__0__3616__RAIL__Rail_MTuWThF-XHol_20251116,121__0__129__TZM__436__436_20251116
9001,PETO1,2,0,150__1__120__TZM__434__1__434__1_20251116,HVL__1__2631__RAIL__Rail_MTuWThF-XHol_20251116
9001,PETO1,2,0,150__1__120__TZM__434__434_20251116,HVL__1__2631__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__459__TZM__601__4__601__4_20251116,HVL__1__3865__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,260__1__708__UZM__116__3__116__3_20251116,KPL__1__6429__RAIL__Rail_Xmas_Day_20251116
WATE2,9140,2,0,HVL__0__3816__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,160__0__109__TZM__606__1__606__1_20251116
WATE2,9140,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20251116,160__0__109__TZM__606__606_20251116
WATE2,9140,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20251116,160__0__109__TZM__606__1__606__1_20251116
2002,PORI1,2,0,230__1__400__TZM__301__4__301__4_20251116,KPL__1__6409__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
1501,WAIK,2,240,281__0__705__UZM__103__1__103__1_20251116,KPL__1__6425__RAIL__Rail_Xmas_Day_20251116
8165,WATE1,2,0,130__1__708__TZM__404__2__404__2_20251116,HVL__1__3821__RAIL__Rail_Xmas_Day_20251116
3000,3000,2,240,1__0__217__TZM__205__5__205__5_20251116,19__0__193__TZM__105__6__105__6_20251116
3000,3000,2,240,1__0__217__TZM__205__5__205__5_20251116,19__0__193__TZM__105__2__105__2_20251116
3000,3000,2,240,1__0__215__TZM__146__1__146__1_20251116,19__0__193__TZM__105__6__105__6_20251116
3000,3000,2,240,1__0__215__TZM__146__1__146__1_20251116,19__0__193__TZM__105__2__105__2_20251116
2002,PORI1,2,0,236__1__408__TZM__310__310_20251116,KPL__1__6427__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,236__1__706__TZM__302__302_20251116,KPL__1__6427__RAIL__Rail_SaSu_+_Hol_20251116
1006,PARA1,2,0,260__1__708__UZM__116__3__116__3_20251116,KPL__1__6429__RAIL__Rail_Xmas_Sun+Hol_20251116
7720,6720,2,0,29__0__143__TZM__116__6__116__6_20251116,7__0__139__TZM__147__1__147__1_20251116
6733,6730,2,120,7__0__103__TZM__106__5__106__5_20251116,27__1__102__TZM__130__1__130__1_20251116
8140,WATE1,2,0,160__1__140__TZM__611__611_20251116,HVL__1__3837__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
6733,6730,2,120,7__0__503__TZM__216__5__216__5_20251116,27__1__422__TZM__219__2__219__2_20251116
PARA2,1004,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol_20251116,250__0__147__UZM__4041__1__4041__1_20251116
7730,7730,2,120,27__0__417__TZM__107__3__107__3_20251116,7__1__466__TZM__110__5__110__5_20251116
8580,UPPE,2,240,110__1__704__TZM__503__3__503__3_20251116,HVL__1__3817__RAIL__Rail_Xmas_Day_20251116
PARA2,1004,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20251116,250__0__119__UZM__4014__1__4014__1_20251116
PARA2,1005,2,0,KPL__0__6436__RAIL__Rail_SaSu_+_Hol_20251116,262__0__713__UZM__117__3__117__3_20251116
PARA2,1005,2,0,KPL__0__6436__RAIL__Rail_Xmas_Sun+Hol_20251116,262__0__713__UZM__117__3__117__3_20251116
PARA2,1005,2,0,KPL__0__6436__RAIL__Rail_Xmas_Day_20251116,262__0__713__UZM__117__3__117__3_20251116
WATE2,9140,2,0,HVL__0__3848__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,170__0__159__TZM__419__419_20251116
WATE2,9140,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol_20251116,170__0__159__TZM__419__3__419__3_20251116
WATE2,9140,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol_20251116,170__0__159__TZM__419__419_20251116
WATE2,9140,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol_20251116,170__0__159__TZM__419__3__419__3_20251116
WATE2,9140,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol_20251116,170__0__159__TZM__419__419_20251116
WATE2,9140,2,0,HVL__0__3834__RAIL__Rail_SaSu_+_Hol_20251116,170__0__711__TZM__408__2__408__2_20251116
WATE2,9140,2,0,HVL__0__3834__RAIL__Rail_Xmas_Sun+Hol_20251116,170__0__711__TZM__408__2__408__2_20251116
WATE2,9140,2,0,HVL__0__3834__RAIL__Rail_Xmas_Day_20251116,170__0__711__TZM__408__2__408__2_20251116
2001,PORI1,2,0,220__0__707__TZM__304__3__304__3_20251116,KPL__1__6421__RAIL__Rail_SaSu_+_Hol_20251116
2001,PORI1,2,0,220__0__415__TZM__308__6__308__6_20251116,KPL__1__6421__RAIL__Rail_SaSu_+_Hol_20251116
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_SaSu_+_Hol_20251116,111__0__437__TZM__505__4__505__4_20251116
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,111__0__437__TZM__505__4__505__4_20251116
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_Xmas_Sat_20251116,111__0__437__TZM__505__4__505__4_20251116
PORI2,2001,2,0,KPL__0__6466__RAIL__Rail_Xmas_Sun+Hol_20251116,220__0__749__TZM__308__2__308__2_20251116
PORI2,2001,2,0,KPL__0__6466__RAIL__Rail_SaSu_+_Hol_20251116,220__0__749__TZM__308__2__308__2_20251116
PORI2,2001,2,0,KPL__0__6466__RAIL__Rail_Xmas_Day_20251116,220__0__749__TZM__308__2__308__2_20251116
9001,PETO1,2,0,150__1__126__TZM__401__6__401__6_20251116,HVL__1__2639__RAIL__Rail_MTuWThF-XHol_20251116
8251,TAIT1,2,0,120__1__468__TZM__414__2__414__2_20251116,HVL__1__3849__RAIL__Rail_Xmas_Sat_20251116
9416,SILV,2,240,115__0__417__TZM__503__4__503__4_20251116,HVL__1__3845__RAIL__Rail_Xmas_Sat_20251116
8140,WATE1,2,0,160__1__446__TZM__603__3__603__3_20251116,HVL__1__3855__RAIL__Rail_SaSu_+_Hol_20251116
8165,WATE1,2,0,130__1__702__TZM__404__2__404__2_20251116,HVL__1__3815__RAIL__Rail_Xmas_Day_20251116
UPPE,8579,2,240,HVL__0__3832__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,110__0__425__TZM__501__501_20251116
UPPE,8579,2,240,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20251116,110__0__425__TZM__501__4__501__4_20251116
UPPE,8579,2,240,HVL__0__3832__RAIL__Rail_Xmas_Sat_20251116,110__0__425__TZM__501__4__501__4_20251116
8251,TAIT1,2,0,120__1__448__TZM__409__409_20251116,HVL__1__3839__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8165,WATE1,2,0,150__1__704__TZM__403__403_20251116,HVL__1__3821__RAIL__Rail_Xmas_Sun+Hol_20251116
WATE2,9165,2,0,HVL__0__3828__RAIL__Rail_Xmas_Day_20251116,150__0__705__TZM__403__403_20251116
WATE2,9165,2,0,HVL__0__3828__RAIL__Rail_Xmas_Sun+Hol_20251116,150__0__705__TZM__403__403_20251116
WATE2,9165,2,0,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20251116,150__0__705__TZM__403__403_20251116
8165,WATE1,2,0,130__1__458__TZM__402__5__402__5_20251116,HVL__1__3843__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
7720,7700,2,60,29__0__137__TZM__122__1__122__1_20251116,7__1__228__TZM__135__3__135__3_20251116
7720,7700,2,60,29__0__137__TZM__122__122_20251116,7__1__228__TZM__135__135_20251116
3000,3000,2,240,1__0__199__TZM__110__6__110__6_20251116,19__0__165__TZM__137__1__137__1_20251116
8165,WATE1,2,0,130__1__742__TZM__401__401_20251116,HVL__1__3855__RAIL__Rail_Xmas_Day_20251116
1501,WAIK,2,240,281__0__403__UZM__706__1__706__1_20251116,KPL__1__6421__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8165,WATE1,2,0,150__1__414__TZM__402__5__402__5_20251116,HVL__1__3829__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8140,WATE1,2,0,170__0__441__TZM__602__3__602__3_20251116,HVL__1__3849__RAIL__Rail_SaSu_+_Hol_20251116
1501,WAIK,2,240,280__0__409__UZM__708__1__708__1_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8297,TAIT1,2,0,121__1__112__TZM__425__1__425__1_20251116,HVL__1__3815__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8580,UPPE,2,240,110__1__728__TZM__502__3__502__3_20251116,HVL__1__3841__RAIL__Rail_Xmas_Sun+Hol_20251116
8580,UPPE,2,240,110__1__728__TZM__502__6__502__6_20251116,HVL__1__3841__RAIL__Rail_Xmas_Sun+Hol_20251116
1501,WAIK,2,240,280__0__111__UZM__4211__2__4211__2_20251116,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,110__1__750__TZM__506__3__506__3_20251116,HVL__1__3865__RAIL__Rail_Xmas_Day_20251116
6720,7720,2,120,7__0__227__TZM__130__1__130__1_20251116,29__1__140__TZM__122__1__122__1_20251116
6720,7720,2,120,7__0__227__TZM__130__1__130__1_20251116,29__1__140__TZM__122__122_20251116
7700,7720,2,30,7__1__228__TZM__135__3__135__3_20251116,29__1__140__TZM__122__1__122__1_20251116
7700,7720,2,30,7__1__228__TZM__135__135_20251116,29__1__140__TZM__122__122_20251116
1006,PARA1,2,0,250__0__169__UZM__4049__1__4049__1_20251116,KPL__1__6345__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__179__TZM__422__1__422__1_20251116,HVL__1__3649__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__179__TZM__422__422_20251116,HVL__1__3649__RAIL__Rail_MTuWThF-XHol_20251116
PORI2,2003,2,0,KPL__0__6244__RAIL__Rail_MTuWThF-XHol_20251116,220__1__138__TZM__314__314_20251116
PORI2,2003,2,0,KPL__0__6244__RAIL__Rail_MTuWThF-XHol_20251116,220__1__138__TZM__314__1__314__1_20251116
8580,UPPE,2,240,111__0__423__TZM__508__4__508__4_20251116,HVL__1__3831__RAIL__Rail_Xmas_Sat_20251116
2001,PORI1,2,0,220__0__111__TZM__316__316_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__111__TZM__316__2__316__2_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__111__TZM__316__1__316__1_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,220__1__108__TZM__302__5__302__5_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__113__TZM__311__3__311__3_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__113__TZM__311__4__311__4_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__113__TZM__311__1__311__1_20251116,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20251116
3000,3000,2,240,1__0__453__TZM__204__4__204__4_20251116,19__0__427__TZM__213__5__213__5_20251116
8140,WATE1,2,0,170__0__159__TZM__419__419_20251116,HVL__1__3849__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
1501,WAIK,2,240,281__0__423__UZM__715__1__715__1_20251116,KPL__1__6461__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2001,PORI1,2,0,220__0__447__TZM__309__5__309__5_20251116,KPL__1__6453__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
9001,PETO1,2,0,150__1__702__TZM__405__2__405__2_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sun+Hol_20251116
9001,PETO1,2,0,150__1__702__TZM__405__7__405__7_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sun+Hol_20251116
WATE2,9140,2,0,HVL__0__3828__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,160__0__121__TZM__611__611_20251116
TAIT2,9251,2,0,HVL__0__3834__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,120__0__433__TZM__403__5__403__5_20251116
TAIT2,9251,2,0,HVL__0__3834__RAIL__Rail_Xmas_Sat_20251116,120__0__433__TZM__403__5__403__5_20251116
TAIT2,9251,2,0,HVL__0__3834__RAIL__Rail_SaSu_+_Hol_20251116,120__0__433__TZM__403__5__403__5_20251116
PORI2,2001,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol_20251116,226__0__111__TZM__309__6__309__6_20251116
PORI2,2003,2,0,KPL__0__6438__RAIL__Rail_Xmas_Sun+Hol_20251116,220__1__718__TZM__307__1__307__1_20251116
PORI2,2003,2,0,KPL__0__6438__RAIL__Rail_Xmas_Day_20251116,220__1__718__TZM__307__1__307__1_20251116
PORI2,2003,2,0,KPL__0__6438__RAIL__Rail_SaSu_+_Hol_20251116,220__1__718__TZM__307__1__307__1_20251116
2003,PORI1,2,0,226__0__433__TZM__304__6__304__6_20251116,KPL__1__6441__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2002,PORI1,2,0,230__1__432__TZM__307__5__307__5_20251116,KPL__1__6467__RAIL__Rail_SaSu_+_Hol_20251116
9525,TREN1,2,0,114__0__401__TZM__505__4__505__4_20251116,HVL__1__3813__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,261__1__716__UZM__110__3__110__3_20251116,KPL__1__6445__RAIL__Rail_Xmas_Day_20251116
8165,WATE1,2,0,150__1__426__TZM__412__2__412__2_20251116,HVL__1__3841__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
9001,PETO1,2,0,154__0__419__TZM__413__2__413__2_20251116,HVL__1__3851__RAIL__Rail_Xmas_Sat_20251116
2003,PORI1,2,0,226__0__119__TZM__315__315_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
PORI2,2001,2,0,KPL__0__6316__RAIL__Rail_MTuWThF-XHol_20251116,226__0__133__TZM__315__315_20251116
WAIK,1501,2,120,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20251116,281__0__125__UZM__4036__1__4036__1_20251116
WAIK,1501,2,120,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20251116,281__0__125__UZM__4036__4036_20251116
2002,PORI1,2,0,230__1__432__TZM__307__5__307__5_20251116,KPL__1__6467__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
9150,MELL,2,240,149__0__107__TZM__603__4__603__4_20251116,MEL__1__5615__RAIL__Rail_MTuWThF-XHol_20251116
9150,MELL,2,240,149__0__107__TZM__603__1__603__1_20251116,MEL__1__5615__RAIL__Rail_MTuWThF-XHol_20251116
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_Xmas_Day_20251116,200__0__703__TZM__3002__3002_20251116
1006,PARA1,2,0,261__1__716__UZM__110__3__110__3_20251116,KPL__1__6445__RAIL__Rail_Xmas_Sun+Hol_20251116
1006,PARA1,2,0,261__1__720__UZM__118__3__118__3_20251116,KPL__1__6453__RAIL__Rail_Xmas_Sun+Hol_20251116
3081,3081,2,240,19__0__721__TZM__205__1__205__1_20251116,1__1__746__TZM__109__4__109__4_20251116
WATE2,9165,2,0,HVL__0__3614__RAIL__Rail_MTuWThF-XHol_20251116,150__0__131__TZM__402__6__402__6_20251116
WATE2,9165,2,0,HVL__0__3614__RAIL__Rail_MTuWThF-XHol_20251116,150__0__131__TZM__402__3__402__3_20251116
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,150__0__131__TZM__402__3__402__3_20251116
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,110__0__449__TZM__502__1__502__1_20251116
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_SaSu_+_Hol_20251116,110__0__449__TZM__502__4__502__4_20251116
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_Xmas_Sat_20251116,110__0__449__TZM__502__4__502__4_20251116
8251,TAIT1,2,0,120__1__152__TZM__424__1__424__1_20251116,HVL__1__3603__RAIL__Rail_MTuWThF-XHol_20251116
8251,TAIT1,2,0,120__1__152__TZM__424__424_20251116,HVL__1__3603__RAIL__Rail_MTuWThF-XHol_20251116
WAIK,1501,2,120,KPL__0__6432__RAIL__Rail_SaSu_+_Hol_20251116,280__0__711__UZM__103__1__103__1_20251116
WAIK,1501,2,120,KPL__0__6432__RAIL__Rail_Xmas_Day_20251116,280__0__711__UZM__103__1__103__1_20251116
WAIK,1501,2,120,KPL__0__6432__RAIL__Rail_Xmas_Sun+Hol_20251116,280__0__711__UZM__103__1__103__1_20251116
8165,WATE1,2,0,130__1__472__TZM__404__4__404__4_20251116,HVL__1__3853__RAIL__Rail_Xmas_Sat_20251116
PARA2,1004,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol_20251116,260__0__129__UZM__4033__1__4033__1_20251116
2003,PORI1,2,0,226__0__149__TZM__310__8__310__8_20251116,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__149__TZM__310__9__310__9_20251116,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__149__TZM__310__10__310__10_20251116,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__149__TZM__310__12__310__12_20251116,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__149__TZM__310__13__310__13_20251116,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__149__TZM__310__2__310__2_20251116,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20251116
9525,TREN1,2,0,114__0__411__TZM__506__4__506__4_20251116,HVL__1__3833__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,160__1__442__TZM__605__605_20251116,HVL__1__3851__RAIL__Rail_SaSu_+_Hol_20251116
8251,TAIT1,2,0,120__1__158__TZM__418__3__418__3_20251116,HVL__1__3835__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8165,WATE1,2,0,130__1__162__TZM__430__1__430__1_20251116,HVL__1__3613__RAIL__Rail_MTuWThF-XHol_20251116
SILV,8416,2,240,HVL__0__3852__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,115__0__421__TZM__508__4__508__4_20251116
SILV,8416,2,240,HVL__0__3852__RAIL__Rail_SaSu_+_Hol_20251116,115__0__421__TZM__508__4__508__4_20251116
SILV,8416,2,240,HVL__0__3852__RAIL__Rail_Xmas_Sat_20251116,115__0__421__TZM__508__4__508__4_20251116
8297,TAIT1,2,0,121__1__108__TZM__418__3__418__3_20251116,HVL__1__3813__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
2001,PORI1,2,0,226__0__105__TZM__304__7__304__7_20251116,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20251116
