stop_pattern_id,stop_id,stop_sequence,timepoint
612_1_20251005,4312,17,0
612_1_20251005,5104,18,1
612_1_20251005,5112,19,0
612_1_20251005,4113,20,1
612_1_20251005,5102,21,1
635_1_20251005,3280,0,1
635_1_20251005,3297,1,0
635_1_20251005,3299,2,0
635_1_20251005,3218,3,0
635_1_20251005,3234,4,0
635_1_20251005,3236,5,0
635_1_20251005,3238,6,0
635_1_20251005,3240,7,0
635_1_20251005,3242,8,0
635_1_20251005,3244,9,0
635_1_20251005,3246,10,0
635_1_20251005,3080,11,0
635_1_20251005,3400,12,0
635_1_20251005,3500,13,0
635_1_20251005,3502,14,0
635_1_20251005,3504,15,0
635_1_20251005,3506,16,0
635_1_20251005,3508,17,0
635_1_20251005,3510,18,0
635_1_20251005,3512,19,0
635_1_20251005,3514,20,0
635_1_20251005,3466,21,1
N66_0_20251005,5000,0,1
N66_0_20251005,5002,1,0
N66_0_20251005,5515,2,0
N66_0_20251005,5006,3,0
N66_0_20251005,5008,4,0
N66_0_20251005,5010,5,0
N66_0_20251005,5012,6,0
N66_0_20251005,5014,7,0
N66_0_20251005,5016,8,0
N66_0_20251005,5018,9,0
N66_0_20251005,5020,10,0
N66_0_20251005,5024,11,0
N66_0_20251005,5026,12,0
N66_0_20251005,5028,13,0
N66_0_20251005,3260,14,0
N66_0_20251005,3263,15,0
N66_0_20251005,9099,16,0
N66_0_20251005,9002,17,0
N66_0_20251005,9003,18,0
N66_0_20251005,9004,19,0
N66_0_20251005,9005,20,0
N66_0_20251005,9007,21,0
N66_0_20251005,9008,22,0
N66_0_20251005,9009,23,0
N66_0_20251005,9110,24,0
N66_0_20251005,9111,25,0
N66_0_20251005,9112,26,0
N66_0_20251005,9113,27,0
N66_0_20251005,9114,28,0
N66_0_20251005,9130,29,1
N66_0_20251005,9132,30,0
N66_0_20251005,9135,31,0
N66_0_20251005,9136,32,0
N66_0_20251005,9140,33,0
N66_0_20251005,9142,34,0
N66_0_20251005,9144,35,0
N66_0_20251005,9145,36,0
N66_0_20251005,9146,37,0
N66_0_20251005,9147,38,0
N66_0_20251005,9748,39,0
N66_0_20251005,9901,40,0
N66_0_20251005,9902,41,0
N66_0_20251005,9903,42,0
N66_0_20251005,9904,43,0
N66_0_20251005,9905,44,0
N66_0_20251005,8985,45,0
N66_0_20251005,8984,46,0
N66_0_20251005,8983,47,0
N66_0_20251005,8982,48,0
N66_0_20251005,8981,49,0
N66_0_20251005,8980,50,0
N66_0_20251005,8979,51,0
N66_0_20251005,8978,52,0
N66_0_20251005,8977,53,0
N66_0_20251005,9967,54,0
N66_0_20251005,9968,55,0
N66_0_20251005,9969,56,0
N66_0_20251005,9970,57,0
N66_0_20251005,8971,58,0
N66_0_20251005,8970,59,0
N66_0_20251005,8969,60,0
N66_0_20251005,8968,61,0
N66_0_20251005,8967,62,0
N66_0_20251005,8966,63,0
N66_0_20251005,8965,64,0
N66_0_20251005,8964,65,0
N66_0_20251005,8963,66,0
N66_0_20251005,8962,67,0
N66_0_20251005,8961,68,0
N66_0_20251005,9984,69,0
N66_0_20251005,9985,70,0
N66_0_20251005,9906,71,0
N66_0_20251005,9907,72,0
N66_0_20251005,9908,73,0
N66_0_20251005,9909,74,0
N66_0_20251005,9910,75,0
N66_0_20251005,9911,76,0
N66_0_20251005,9918,77,0
N66_0_20251005,9919,78,0
N66_0_20251005,9920,79,0
N66_0_20251005,8921,80,1
22_1_20251005,3081,0,1
22_1_20251005,3839,1,1
22_1_20251005,3825,2,0
22_1_20251005,3810,3,0
22_1_20251005,5469,4,0
22_1_20251005,5460,5,0
22_1_20251005,5461,6,0
22_1_20251005,4422,7,0
22_1_20251005,4421,8,0
22_1_20251005,4420,9,0
22_1_20251005,4419,10,1
22_1_20251005,4418,11,0
22_1_20251005,4417,12,0
22_1_20251005,4416,13,0
22_1_20251005,4457,14,0
22_1_20251005,4456,15,0
22_1_20251005,4455,16,0
22_1_20251005,4454,17,0
22_1_20251005,4453,18,0
22_1_20251005,4451,19,0
22_1_20251005,4450,20,0
22_1_20251005,4449,21,0
22_1_20251005,4138,22,0
22_1_20251005,4137,23,0
22_1_20251005,4129,24,0
22_1_20251005,4936,25,1
22_1_20251005,4935,26,0
22_1_20251005,4934,27,0
22_1_20251005,4932,28,0
22_1_20251005,4931,29,0
22_1_20251005,4930,30,0
22_1_20251005,4929,31,0
22_1_20251005,4928,32,0
22_1_20251005,4927,33,0
22_1_20251005,4926,34,0
22_1_20251005,4925,35,0
22_1_20251005,4924,36,0
22_1_20251005,4923,37,0
22_1_20251005,4922,38,0
22_1_20251005,4921,39,0
22_1_20251005,4320,40,0
22_1_20251005,4319,41,1
22_1_20251005,4918,42,0
22_1_20251005,4917,43,0
22_1_20251005,4916,44,0
22_1_20251005,4915,45,1
22_1_20251005,4914,46,0
22_1_20251005,4913,47,0
22_1_20251005,4912,48,0
22_1_20251005,4911,49,0
22_1_20251005,5016,50,1
22_1_20251005,5111,51,1
22_1_20251005,5112,52,1
22_1_20251005,4113,53,1
22_0_20251005,6002,0,1
22_0_20251005,5911,1,0
22_0_20251005,5912,2,0
22_0_20251005,5913,3,0
22_0_20251005,5914,4,0
22_0_20251005,5915,5,1
22_0_20251005,5916,6,0
22_0_20251005,5917,7,0
22_0_20251005,5918,8,0
22_0_20251005,5319,9,1
22_0_20251005,5920,10,0
22_0_20251005,5921,11,0
22_0_20251005,5922,12,0
22_0_20251005,5923,13,0
22_0_20251005,5924,14,0
22_0_20251005,5925,15,0
22_0_20251005,5926,16,0
22_0_20251005,5927,17,0
22_0_20251005,5928,18,0
22_0_20251005,5929,19,0
22_0_20251005,5930,20,0
22_0_20251005,5931,21,0
22_0_20251005,5932,22,0
22_0_20251005,5933,23,0
22_0_20251005,5934,24,0
22_0_20251005,5935,25,1
22_0_20251005,5129,26,0
22_0_20251005,5136,27,0
22_0_20251005,5138,28,0
22_0_20251005,5449,29,0
22_0_20251005,5450,30,0
22_0_20251005,5451,31,0
22_0_20251005,5453,32,0
22_0_20251005,5454,33,0
22_0_20251005,5455,34,0
22_0_20251005,5456,35,0
22_0_20251005,5457,36,0
22_0_20251005,5416,37,0
22_0_20251005,5417,38,0
22_0_20251005,5418,39,0
22_0_20251005,5419,40,1
22_0_20251005,5420,41,0
22_0_20251005,5421,42,0
22_0_20251005,5422,43,0
22_0_20251005,4461,44,0
22_0_20251005,4460,45,0
22_0_20251005,4469,46,0
22_0_20251005,4470,47,0
22_0_20251005,3809,48,0
22_0_20251005,3000,49,1
854_0_20251005,9135,0,1
854_0_20251005,9136,1,1
854_0_20251005,8165,2,0
854_0_20251005,8164,3,0
854_0_20251005,8163,4,0
854_0_20251005,9197,5,1
854_0_20251005,9158,6,0
854_0_20251005,9199,7,1
854_0_20251005,8112,8,0
854_0_20251005,8111,9,0
854_0_20251005,8110,10,0
854_0_20251005,8009,11,0
854_0_20251005,8008,12,0
854_0_20251005,8007,13,0
854_0_20251005,8006,14,0
854_0_20251005,8005,15,0
854_0_20251005,8004,16,0
854_0_20251005,8003,17,0
854_0_20251005,8002,18,0
854_0_20251005,9001,19,1
854_0_20251005,9090,20,0
854_0_20251005,9092,21,0
854_0_20251005,9093,22,0
854_0_20251005,8099,23,1
854_0_20251005,8094,24,0
854_0_20251005,8098,25,0
854_0_20251005,8097,26,0
854_0_20251005,8096,27,1
854_0_20251005,8093,28,0
854_0_20251005,8091,29,0
854_0_20251005,8092,30,0
854_0_20251005,8090,31,0
854_0_20251005,8003,32,0
854_0_20251005,8002,33,0
854_0_20251005,9001,34,1
854_1_20251005,9000,0,1
854_1_20251005,9002,1,0
854_1_20251005,9003,2,0
854_1_20251005,9004,3,0
854_1_20251005,9005,4,0
854_1_20251005,9007,5,0
854_1_20251005,9008,6,0
854_1_20251005,9009,7,0
854_1_20251005,9110,8,0
854_1_20251005,9111,9,0
854_1_20251005,9112,10,0
854_1_20251005,9113,11,0
854_1_20251005,9114,12,0
854_1_20251005,9115,13,0
854_1_20251005,9160,14,0
854_1_20251005,9135,15,1
854_1_20251005,9136,16,1
854_1_20251005,8165,17,0
854_1_20251005,8164,18,0
854_1_20251005,8163,19,0
854_1_20251005,8161,20,1
854_1_20251005,8159,21,1
854_1_20251005,8158,22,0
854_1_20251005,8156,23,1
854_1_20251005,8152,24,1
31x_1_20251005,7246,0,1
31x_1_20251005,7245,1,0
31x_1_20251005,7244,2,0
31x_1_20251005,7242,3,0
31x_1_20251005,7241,4,1
31x_1_20251005,7240,5,0
31x_1_20251005,7239,6,0
31x_1_20251005,7238,7,0
31x_1_20251005,7237,8,0
31x_1_20251005,7236,9,0
31x_1_20251005,7235,10,0
31x_1_20251005,7234,11,0
31x_1_20251005,7083,12,1
31x_1_20251005,7080,13,0
31x_1_20251005,7217,14,1
31x_1_20251005,7216,15,0
31x_1_20251005,5000,16,1
31x_1_20251005,5002,17,0
31x_1_20251005,5515,18,0
31x_1_20251005,5006,19,0
31x_1_20251005,5008,20,0
31x_1_20251005,5010,21,0
31x_1_20251005,5012,22,0
31x_1_20251005,5011,23,0
31x_1_20251005,5016,24,1
31x_0_20251005,5500,0,1
31x_0_20251005,5502,1,0
31x_0_20251005,5506,2,0
31x_0_20251005,5508,3,0
31x_0_20251005,5510,4,0
31x_0_20251005,5513,5,0
31x_0_20251005,5514,6,0
31x_0_20251005,5516,7,1
31x_0_20251005,6216,8,0
31x_0_20251005,6217,9,0
31x_0_20251005,6080,10,0
31x_0_20251005,6081,11,1
31x_0_20251005,6234,12,0
31x_0_20251005,6235,13,0
31x_0_20251005,6236,14,0
31x_0_20251005,6237,15,0
31x_0_20251005,6238,16,0
31x_0_20251005,6239,17,0
31x_0_20251005,6240,18,0
31x_0_20251005,6241,19,1
31x_0_20251005,6242,20,0
31x_0_20251005,6243,21,0
31x_0_20251005,6244,22,0
31x_0_20251005,6245,23,0
31x_0_20251005,6246,24,1
60_0_20251005,3000,0,1
60_0_20251005,3200,1,0
60_0_20251005,3202,2,0
60_0_20251005,3204,3,0
60_0_20251005,3206,4,0
60_0_20251005,3208,5,0
60_0_20251005,3900,6,0
60_0_20251005,3902,7,0
60_0_20251005,3903,8,0
60_0_20251005,3904,9,0
60_0_20251005,3906,10,0
60_0_20251005,3908,11,0
60_0_20251005,3910,12,0
60_0_20251005,3911,13,0
60_0_20251005,3912,14,0
60_0_20251005,3914,15,0
60_0_20251005,3916,16,1
60_0_20251005,3918,17,0
60_0_20251005,3920,18,0
60_0_20251005,3927,19,0
60_0_20251005,3922,20,0
60_0_20251005,3926,21,0
60_0_20251005,3928,22,1
60_0_20251005,3923,23,0
60_0_20251005,3933,24,0
60_0_20251005,2005,25,0
60_0_20251005,2001,26,1
60_0_20251005,2011,27,0
60_0_20251005,2006,28,0
60_0_20251005,2008,29,0
60_0_20251005,2012,30,0
60_0_20251005,2016,31,0
60_0_20251005,2871,32,1
N4_0_20251005,5000,0,1
N4_0_20251005,5002,1,0
N4_0_20251005,5515,2,1
N4_0_20251005,5006,3,0
N4_0_20251005,5008,4,0
N4_0_20251005,5010,5,0
N4_0_20251005,5012,6,0
N4_0_20251005,5014,7,0
N4_0_20251005,5111,8,0
N4_0_20251005,5112,9,0
N4_0_20251005,5113,10,0
N4_0_20251005,5115,11,0
N4_0_20251005,5116,12,0
N4_0_20251005,5117,13,0
N4_0_20251005,5118,14,0
N4_0_20251005,5120,15,0
N4_0_20251005,5121,16,0
N4_0_20251005,5123,17,0
N4_0_20251005,5124,18,0
N4_0_20251005,5125,19,0
N4_0_20251005,5126,20,0
N4_0_20251005,5127,21,0
N4_0_20251005,5128,22,0
N4_0_20251005,5129,23,0
N4_0_20251005,5136,24,0
N4_0_20251005,5138,25,0
N4_0_20251005,5449,26,0
N4_0_20251005,5450,27,0
N4_0_20251005,5435,28,0
N4_0_20251005,5459,29,0
N4_0_20251005,4469,30,0
N4_0_20251005,3814,31,0
N4_0_20251005,3816,32,0
N4_0_20251005,3818,33,0
N4_0_20251005,3820,34,0
N4_0_20251005,3822,35,0
N4_0_20251005,3824,36,0
N4_0_20251005,3826,37,0
N4_0_20251005,3828,38,0
N4_0_20251005,3830,39,0
N4_0_20251005,3832,40,0
N4_0_20251005,3834,41,0
N4_0_20251005,5469,42,0
N4_0_20251005,5460,43,0
N4_0_20251005,5461,44,0
N4_0_20251005,4422,45,0
N4_0_20251005,4420,46,0
N4_0_20251005,4419,47,0
N4_0_20251005,4418,48,0
N4_0_20251005,4417,49,0
N4_0_20251005,4416,50,0
N4_0_20251005,4415,51,0
N4_0_20251005,4414,52,0
N4_0_20251005,4413,53,0
N4_0_20251005,4412,54,0
N4_0_20251005,4411,55,0
N4_0_20251005,4410,56,0
N4_0_20251005,4409,57,0
N4_0_20251005,4408,58,0
N4_0_20251005,4407,59,0
N4_0_20251005,4406,60,0
N4_0_20251005,4405,61,0
N4_0_20251005,4404,62,0
N4_0_20251005,4403,63,0
N4_0_20251005,4402,64,0
N4_0_20251005,5486,65,1
150_1_20251005,8219,0,1
150_1_20251005,8217,1,0
150_1_20251005,8216,2,0
150_1_20251005,8215,3,0
150_1_20251005,8214,4,0
150_1_20251005,8213,5,0
150_1_20251005,8212,6,0
150_1_20251005,8211,7,0
150_1_20251005,8210,8,0
150_1_20251005,8208,9,0
150_1_20251005,8207,10,1
150_1_20251005,8206,11,0
150_1_20251005,8205,12,0
150_1_20251005,8204,13,0
150_1_20251005,8203,14,0
150_1_20251005,8202,15,0
150_1_20251005,8201,16,0
150_1_20251005,8100,17,0
150_1_20251005,8165,18,1
150_1_20251005,8164,19,0
150_1_20251005,8163,20,0
150_1_20251005,9132,21,0
150_1_20251005,8160,22,0
150_1_20251005,8115,23,1
150_1_20251005,8113,24,0
150_1_20251005,8106,25,0
150_1_20251005,9104,26,0
150_1_20251005,9105,27,1
150_1_20251005,8104,28,0
150_1_20251005,8073,29,0
150_1_20251005,8072,30,0
150_1_20251005,8071,31,0
150_1_20251005,8070,32,0
150_1_20251005,8069,33,0
150_1_20251005,8068,34,0
150_1_20251005,8067,35,0
150_1_20251005,8066,36,0
150_1_20251005,8065,37,0
150_1_20251005,8064,38,0
150_1_20251005,8063,39,0
150_1_20251005,8062,40,0
150_1_20251005,8061,41,0
150_1_20251005,8060,42,0
150_1_20251005,8059,43,0
150_1_20251005,8058,44,0
150_1_20251005,8057,45,1
150_1_20251005,8055,46,0
150_1_20251005,8054,47,0
150_1_20251005,8053,48,0
150_1_20251005,8052,49,0
150_1_20251005,8051,50,0
150_1_20251005,8047,51,0
150_1_20251005,8046,52,0
150_1_20251005,8003,53,0
150_1_20251005,8002,54,0
150_1_20251005,9001,55,1
60_1_20251005,2871,0,1
60_1_20251005,2873,1,0
60_1_20251005,2022,2,0
60_1_20251005,2026,3,0
60_1_20251005,2028,4,0
60_1_20251005,2030,5,0
60_1_20251005,2002,6,1
60_1_20251005,3934,7,0
60_1_20251005,3924,8,0
60_1_20251005,3928,9,1
60_1_20251005,3929,10,0
60_1_20251005,3948,11,0
60_1_20251005,3950,12,0
60_1_20251005,3952,13,0
60_1_20251005,3954,14,0
60_1_20251005,3956,15,1
60_1_20251005,3958,16,0
60_1_20251005,3960,17,0
60_1_20251005,3961,18,0
60_1_20251005,3962,19,0
60_1_20251005,3964,20,0
60_1_20251005,3966,21,0
60_1_20251005,3968,22,0
60_1_20251005,3969,23,0
60_1_20251005,3970,24,0
60_1_20251005,3972,25,0
60_1_20251005,3974,26,0
60_1_20251005,3976,27,0
60_1_20251005,3978,28,0
60_1_20251005,3980,29,0
60_1_20251005,3982,30,0
60_1_20251005,3081,31,1
430_0_20251005,2199,0,1
430_0_20251005,2120,1,0
430_0_20251005,2122,2,0
430_0_20251005,2124,3,0
430_0_20251005,2125,4,0
430_0_20251005,2150,5,1
430_0_20251005,2152,6,0
430_0_20251005,2154,7,0
430_0_20251005,2156,8,0
430_0_20251005,2158,9,0
430_0_20251005,2160,10,0
430_0_20251005,2162,11,0
430_0_20251005,2164,12,0
430_0_20251005,2331,13,0
430_0_20251005,2323,14,0
430_0_20251005,2333,15,0
430_0_20251005,2335,16,0
430_0_20251005,2337,17,0
430_0_20251005,2321,18,0
430_0_20251005,2318,19,0
430_0_20251005,2320,20,0
430_0_20251005,2106,21,0
430_0_20251005,2108,22,0
430_0_20251005,2110,23,0
430_0_20251005,2344,24,0
430_0_20251005,2346,25,0
430_0_20251005,2348,26,0
430_0_20251005,2350,27,0
430_0_20251005,2352,28,0
430_0_20251005,2354,29,0
430_0_20251005,2356,30,0
430_0_20251005,2005,31,0
430_0_20251005,2001,32,1
150_0_20251005,9001,0,1
150_0_20251005,9047,1,0
150_0_20251005,9050,2,0
150_0_20251005,9051,3,0
150_0_20251005,9052,4,0
150_0_20251005,9053,5,0
150_0_20251005,9054,6,0
150_0_20251005,9055,7,0
150_0_20251005,9056,8,0
150_0_20251005,9057,9,1
150_0_20251005,9058,10,0
150_0_20251005,9059,11,0
150_0_20251005,9060,12,0
150_0_20251005,9061,13,0
150_0_20251005,9062,14,0
150_0_20251005,9063,15,0
150_0_20251005,9064,16,0
150_0_20251005,9065,17,0
150_0_20251005,9066,18,0
150_0_20251005,9067,19,0
150_0_20251005,9068,20,0
150_0_20251005,9069,21,0
150_0_20251005,9070,22,0
150_0_20251005,9071,23,0
150_0_20251005,9072,24,0
150_0_20251005,9104,25,0
150_0_20251005,9105,26,1
150_0_20251005,9106,27,0
150_0_20251005,9113,28,0
150_0_20251005,9114,29,0
150_0_20251005,9115,30,1
150_0_20251005,9160,31,0
150_0_20251005,9162,32,0
150_0_20251005,9163,33,0
150_0_20251005,9164,34,0
150_0_20251005,9165,35,1
150_0_20251005,9100,36,0
150_0_20251005,9201,37,0
150_0_20251005,9202,38,0
150_0_20251005,9203,39,0
150_0_20251005,9204,40,0
150_0_20251005,9205,41,0
150_0_20251005,9206,42,0
150_0_20251005,9207,43,1
150_0_20251005,9200,44,0
150_0_20251005,9208,45,0
150_0_20251005,9210,46,0
150_0_20251005,9211,47,0
150_0_20251005,9212,48,0
150_0_20251005,9213,49,0
150_0_20251005,9214,50,0
150_0_20251005,9215,51,0
150_0_20251005,9216,52,0
150_0_20251005,9217,53,0
150_0_20251005,9218,54,0
150_0_20251005,9219,55,1
83_0_20251005,5000,0,1
83_0_20251005,5002,1,0
83_0_20251005,5515,2,0
83_0_20251005,5006,3,0
83_0_20251005,5008,4,0
83_0_20251005,5010,5,0
83_0_20251005,5012,6,0
83_0_20251005,5014,7,0
83_0_20251005,5016,8,1
83_0_20251005,5018,9,0
83_0_20251005,5020,10,0
83_0_20251005,5024,11,0
83_0_20251005,5026,12,0
83_0_20251005,5028,13,0
83_0_20251005,3260,14,0
83_0_20251005,3263,15,0
83_0_20251005,9099,16,0
83_0_20251005,9002,17,0
83_0_20251005,9003,18,0
83_0_20251005,9004,19,0
83_0_20251005,9005,20,1
83_0_20251005,9007,21,0
83_0_20251005,9008,22,0
83_0_20251005,9009,23,0
83_0_20251005,9110,24,0
83_0_20251005,9111,25,0
83_0_20251005,9112,26,0
83_0_20251005,9113,27,0
83_0_20251005,9114,28,0
83_0_20251005,9130,29,1
83_0_20251005,8113,30,0
83_0_20251005,8159,31,0
83_0_20251005,8158,32,0
83_0_20251005,8157,33,0
83_0_20251005,8155,34,0
83_0_20251005,8154,35,0
83_0_20251005,8153,36,0
83_0_20251005,9730,37,0
83_0_20251005,9731,38,0
83_0_20251005,9732,39,0
83_0_20251005,9733,40,0
83_0_20251005,9735,41,0
83_0_20251005,9736,42,0
83_0_20251005,9837,43,0
83_0_20251005,9838,44,1
83_0_20251005,9739,45,0
83_0_20251005,9839,46,0
83_0_20251005,9840,47,0
83_0_20251005,9841,48,0
83_0_20251005,9842,49,0
83_0_20251005,9843,50,0
83_0_20251005,9844,51,0
83_0_20251005,9845,52,0
83_0_20251005,9846,53,0
83_0_20251005,9847,54,0
83_0_20251005,9848,55,0
83_0_20251005,9849,56,0
83_0_20251005,8862,57,0
83_0_20251005,9850,58,0
83_0_20251005,9851,59,0
83_0_20251005,9852,60,0
83_0_20251005,9853,61,0
83_0_20251005,9854,62,0
83_0_20251005,9855,63,0
83_0_20251005,9856,64,0
83_0_20251005,9857,65,0
83_0_20251005,9858,66,1
430_1_20251005,2003,0,1
430_1_20251005,2300,1,0
430_1_20251005,2301,2,0
430_1_20251005,2302,3,0
430_1_20251005,2304,4,0
430_1_20251005,2306,5,0
430_1_20251005,2308,6,0
430_1_20251005,2310,7,0
430_1_20251005,2312,8,0
430_1_20251005,2166,9,0
430_1_20251005,2168,10,0
430_1_20251005,2324,11,0
430_1_20251005,2326,12,0
430_1_20251005,2328,13,0
430_1_20251005,2330,14,0
430_1_20251005,2332,15,0
430_1_20251005,2334,16,0
430_1_20251005,2336,17,0
430_1_20251005,2338,18,0
430_1_20251005,2340,19,0
430_1_20251005,2342,20,0
430_1_20251005,2112,21,0
430_1_20251005,2114,22,0
430_1_20251005,2116,23,0
430_1_20251005,2118,24,0
430_1_20251005,2120,25,0
430_1_20251005,2122,26,0
430_1_20251005,2124,27,0
430_1_20251005,2125,28,0
430_1_20251005,2150,29,0
430_1_20251005,2152,30,0
430_1_20251005,2154,31,0
430_1_20251005,2156,32,0
430_1_20251005,2198,33,1
744_0_20251005,6011,0,1
744_0_20251005,5111,1,1
744_0_20251005,5112,2,0
744_0_20251005,5113,3,0
744_0_20251005,5115,4,0
744_0_20251005,5116,5,0
744_0_20251005,5117,6,0
744_0_20251005,5118,7,0
744_0_20251005,5120,8,0
744_0_20251005,5121,9,0
744_0_20251005,5123,10,0
744_0_20251005,5124,11,1
744_0_20251005,5125,12,0
744_0_20251005,5126,13,0
744_0_20251005,5127,14,0
744_0_20251005,5128,15,0
744_0_20251005,4936,16,1
744_0_20251005,4935,17,0
744_0_20251005,4934,18,0
744_0_20251005,4932,19,0
744_0_20251005,4931,20,0
744_0_20251005,4930,21,0
744_0_20251005,4929,22,0
744_0_20251005,4928,23,0
744_0_20251005,4927,24,0
744_0_20251005,4926,25,0
744_0_20251005,4925,26,0
744_0_20251005,4924,27,0
744_0_20251005,4923,28,0
744_0_20251005,4922,29,1
83_1_20251005,8858,0,1
83_1_20251005,8857,1,0
83_1_20251005,8856,2,0
83_1_20251005,8855,3,0
83_1_20251005,8854,4,0
83_1_20251005,8853,5,0
83_1_20251005,8852,6,0
83_1_20251005,8851,7,0
83_1_20251005,8850,8,0
83_1_20251005,8849,9,0
83_1_20251005,8848,10,0
83_1_20251005,8847,11,0
83_1_20251005,8846,12,0
83_1_20251005,8845,13,0
83_1_20251005,8844,14,0
83_1_20251005,8843,15,0
83_1_20251005,8842,16,0
83_1_20251005,8840,17,0
83_1_20251005,8839,18,0
83_1_20251005,8838,19,1
83_1_20251005,8737,20,0
83_1_20251005,8735,21,0
83_1_20251005,8734,22,0
83_1_20251005,8733,23,0
83_1_20251005,8732,24,0
83_1_20251005,8731,25,0
83_1_20251005,8730,26,0
83_1_20251005,9153,27,0
83_1_20251005,9155,28,0
83_1_20251005,9156,29,0
83_1_20251005,9157,30,0
83_1_20251005,9158,31,0
83_1_20251005,9159,32,0
83_1_20251005,9113,33,0
83_1_20251005,9114,34,0
83_1_20251005,8115,35,1
83_1_20251005,8113,36,0
83_1_20251005,8112,37,0
83_1_20251005,8111,38,0
83_1_20251005,8110,39,0
83_1_20251005,8009,40,0
83_1_20251005,8008,41,0
83_1_20251005,8007,42,0
83_1_20251005,8006,43,0
83_1_20251005,8005,44,1
83_1_20251005,8004,45,0
83_1_20251005,8003,46,0
83_1_20251005,8002,47,0
83_1_20251005,8001,48,0
83_1_20251005,3256,49,0
83_1_20251005,3258,50,0
83_1_20251005,5486,51,0
83_1_20251005,5488,52,0
83_1_20251005,5492,53,0
83_1_20251005,5498,54,0
83_1_20251005,5500,55,1
83_1_20251005,5502,56,0
83_1_20251005,5506,57,0
83_1_20251005,5508,58,0
83_1_20251005,5510,59,0
83_1_20251005,5513,60,0
83_1_20251005,5514,61,0
83_1_20251005,5516,62,1
646_0_20251005,3008,0,1
646_0_20251005,3839,1,1
646_0_20251005,3000,2,0
646_0_20251005,3200,3,0
646_0_20251005,3202,4,0
646_0_20251005,3204,5,0
646_0_20251005,3206,6,0
646_0_20251005,3208,7,0
646_0_20251005,3210,8,0
646_0_20251005,3212,9,0
646_0_20251005,3214,10,0
646_0_20251005,3216,11,0
646_0_20251005,3218,12,0
646_0_20251005,3220,13,0
646_0_20251005,3222,14,0
646_0_20251005,3224,15,0
646_0_20251005,3226,16,0
646_0_20251005,3228,17,0
646_0_20251005,3230,18,0
646_0_20251005,3232,19,0
646_0_20251005,3234,20,0
646_0_20251005,3236,21,0
646_0_20251005,3238,22,0
646_0_20251005,3240,23,0
646_0_20251005,3242,24,0
646_0_20251005,3244,25,0
646_0_20251005,3246,26,0
646_0_20251005,3080,27,1
623_0_20251005,5311,0,1
623_0_20251005,4113,1,1
623_0_20251005,5102,2,1
623_0_20251005,5098,3,0
623_0_20251005,6512,4,0
623_0_20251005,6514,5,0
623_0_20251005,6515,6,0
623_0_20251005,6516,7,0
623_0_20251005,6517,8,0
623_0_20251005,6518,9,0
623_0_20251005,6519,10,0
623_0_20251005,6521,11,1
623_0_20251005,6522,12,0
623_0_20251005,6525,13,0
623_0_20251005,6526,14,0
623_0_20251005,6527,15,0
623_0_20251005,6528,16,0
623_0_20251005,6529,17,0
623_0_20251005,6530,18,0
623_0_20251005,6531,19,0
623_0_20251005,6532,20,0
623_0_20251005,6533,21,0
623_0_20251005,6534,22,0
623_0_20251005,6535,23,1
623_0_20251005,6218,24,0
623_0_20251005,6219,25,0
623_0_20251005,6220,26,0
623_0_20251005,6221,27,0
623_0_20251005,6222,28,0
623_0_20251005,6223,29,0
623_0_20251005,6224,30,1
623_0_20251005,6027,31,0
623_0_20251005,6028,32,0
623_0_20251005,6030,33,0
623_0_20251005,6031,34,0
623_0_20251005,6032,35,0
623_0_20251005,6033,36,0
623_0_20251005,6034,37,0
623_0_20251005,6035,38,0
623_0_20251005,6036,39,0
623_0_20251005,6037,40,0
623_0_20251005,6038,41,0
623_0_20251005,6039,42,0
623_0_20251005,6040,43,0
623_0_20251005,6041,44,0
623_0_20251005,6042,45,1
623_0_20251005,6043,46,0
623_0_20251005,6044,47,0
623_0_20251005,6045,48,0
623_0_20251005,6046,49,0
623_0_20251005,6047,50,0
623_0_20251005,6048,51,0
623_0_20251005,6049,52,0
623_0_20251005,6050,53,0
623_0_20251005,6052,54,1
721_0_20251005,6008,0,1
721_0_20251005,6014,1,0
721_0_20251005,6015,2,0
721_0_20251005,6055,3,1
721_0_20251005,6019,4,0
721_0_20251005,6021,5,0
721_0_20251005,6022,6,0
721_0_20251005,6023,7,0
721_0_20251005,6024,8,0
721_0_20251005,6025,9,0
721_0_20251005,6026,10,0
721_0_20251005,6224,11,1
721_0_20251005,6327,12,0
721_0_20251005,6328,13,0
721_0_20251005,6330,14,0
721_0_20251005,6332,15,0
721_0_20251005,6333,16,0
721_0_20251005,6334,17,0
721_0_20251005,6335,18,0
721_0_20251005,6336,19,0
721_0_20251005,6337,20,0
721_0_20251005,7338,21,1
719_0_20251116,6081,11,1
719_0_20251116,6234,12,0
719_0_20251116,6235,13,0
719_0_20251116,6236,14,0
719_0_20251116,6237,15,0
719_0_20251116,6238,16,0
719_0_20251116,6239,17,0
719_0_20251116,6240,18,0
719_0_20251116,6241,19,1
719_0_20251116,6242,20,0
719_0_20251116,6243,21,0
719_0_20251116,6244,22,0
719_0_20251116,6245,23,0
719_0_20251116,6246,24,0
719_0_20251116,7236,25,1
210_1_20251116,2930,0,1
210_1_20251116,2932,1,0
210_1_20251116,2934,2,0
210_1_20251116,2936,3,0
210_1_20251116,2938,4,0
210_1_20251116,2940,5,0
